,Gender,customer_type,type_of_travel,customer_class,inflight_wifi_service,departure_arrival_time_convenient,ease_of_online_booking,gate_location,food_and_drink,online_boarding,seat_comfort,inflight_entertainment,onboard_service,leg_room_service,baggage_handling,checkin_service,inflight_service,cleanliness,age,flight_distance,all_delay_in_minutes
112224,1,0,0,0,3,3,2,3,5,5,4,5,5,5,5,5,5,3,40,356,-23.0
47979,1,1,0,1,3,1,3,3,5,3,5,5,3,3,3,1,4,5,26,253,-1.0
6952,1,0,0,0,1,1,1,1,4,5,5,5,5,5,4,3,5,3,53,1881,3.0
104051,1,0,1,1,1,0,1,2,5,1,5,5,4,5,5,1,5,5,36,814,-20.0
885,0,0,1,1,2,4,2,3,3,2,3,3,4,3,5,4,4,3,37,679,10.0
92311,1,0,1,1,2,1,2,3,1,2,1,1,2,3,3,2,4,1,60,258,0.0
43335,0,0,0,0,1,1,1,1,4,4,5,3,3,3,3,4,3,4,56,3451,4.0
62239,0,1,0,0,4,3,4,1,3,4,3,3,4,4,2,4,5,3,21,641,0.0
74063,1,0,1,1,2,3,2,4,2,2,3,2,4,1,4,2,4,2,15,1042,0.0
35729,0,0,0,0,3,3,3,3,4,5,5,5,5,5,5,5,5,4,53,187,0.0
5434,1,0,1,1,2,1,2,2,3,2,3,3,4,1,2,1,1,3,14,1608,0.0
107539,0,0,0,0,4,4,3,4,4,4,4,4,4,4,5,4,4,4,30,2610,0.0
23766,0,1,0,1,2,5,2,2,4,2,4,4,3,3,3,2,5,4,22,598,0.0
23966,0,0,1,1,3,5,3,3,3,5,5,3,4,4,5,5,4,5,52,196,-1.0
72003,1,0,0,0,3,3,3,3,4,4,4,5,5,5,5,5,5,4,39,2855,20.0
32496,0,0,0,0,1,1,1,1,5,4,4,4,4,4,4,4,4,5,34,1947,7.0
66318,1,1,0,1,3,3,3,4,1,3,1,1,5,5,5,4,4,1,25,1045,0.0
70479,1,0,0,1,2,2,2,2,2,2,2,2,2,5,2,3,3,2,48,1183,-20.0
77733,1,0,0,1,1,2,2,2,1,1,1,1,3,5,4,4,3,1,24,329,0.0
10046,1,0,0,0,5,1,5,5,3,3,4,4,4,4,4,5,4,3,60,1751,0.0
25953,1,0,1,1,1,3,3,4,5,3,5,5,1,3,3,3,4,5,51,541,56.0
28227,0,1,0,1,2,0,2,1,3,2,3,3,2,5,1,1,1,3,44,323,1.0
107388,0,0,1,1,1,0,1,3,5,1,2,5,3,3,5,4,5,5,12,372,0.0
119997,1,0,0,0,3,3,3,3,3,4,5,5,5,5,5,3,5,5,54,1506,-10.0
24420,0,0,0,0,5,5,5,5,5,5,4,5,5,5,5,4,5,4,53,600,19.0
7156,1,1,0,0,2,2,2,4,2,2,2,2,4,4,3,4,4,2,34,697,0.0
69204,0,0,1,1,2,5,2,4,2,5,3,5,5,2,5,1,5,5,57,1050,28.0
80581,0,1,0,1,4,4,4,2,1,4,1,1,1,3,3,5,4,1,26,1201,7.0
110050,1,0,0,0,1,1,3,1,2,5,5,1,1,2,1,3,1,3,55,2145,14.0
13572,1,0,0,0,4,4,4,4,4,5,5,4,4,4,4,3,4,5,54,874,33.0
64700,1,0,1,1,2,5,2,2,2,2,2,2,4,4,4,4,4,2,41,903,0.0
128808,0,0,1,1,1,4,1,3,2,5,4,4,4,1,2,4,4,4,60,447,-11.0
88356,0,0,0,0,5,5,2,5,3,4,4,5,5,5,5,4,5,3,57,2303,-6.0
123313,1,0,1,1,2,2,2,2,5,2,5,5,1,5,2,1,2,5,47,678,0.0
118226,1,0,0,0,3,3,3,3,3,5,5,4,4,4,4,4,4,5,57,1037,38.0
66304,0,0,1,0,4,5,4,3,2,2,3,5,5,4,3,2,5,1,60,253,0.0
71474,0,1,0,1,2,2,2,2,2,2,3,2,5,5,4,1,3,2,9,1046,0.0
116079,1,0,0,0,3,3,3,3,4,5,4,5,5,5,5,4,5,3,60,700,0.0
58574,1,0,1,1,4,4,4,2,3,4,2,3,4,1,5,1,1,3,44,666,0.0
6036,0,1,0,0,4,0,4,1,5,4,2,5,4,5,4,3,4,5,26,223,-15.0
108322,0,1,0,1,2,2,2,4,5,2,3,5,2,3,3,1,4,5,79,269,0.0
44806,0,0,1,1,5,5,5,3,4,5,4,4,4,3,4,4,5,4,15,386,0.0
37443,0,0,1,1,1,5,1,2,5,1,5,5,1,4,2,2,4,5,26,762,0.0
11010,0,0,1,1,1,5,1,3,1,1,1,1,5,5,4,4,3,1,12,1091,1.0
52491,1,0,1,0,2,2,2,4,5,3,4,2,2,2,2,1,2,3,54,528,0.0
38897,0,1,0,1,3,3,3,3,5,3,5,5,2,4,4,4,4,5,44,718,18.0
115331,1,0,1,2,3,3,3,3,2,3,5,2,2,4,3,2,4,2,12,453,4.0
91754,1,1,0,1,4,0,4,1,1,4,1,1,5,4,4,1,3,1,37,122,0.0
27341,1,0,0,0,3,2,2,2,3,3,3,3,1,5,2,2,3,3,18,3028,0.0
56481,0,0,1,1,4,4,4,3,4,5,5,5,5,4,5,3,5,5,68,488,-8.0
51233,0,0,0,0,1,5,5,5,3,4,3,2,2,2,1,4,2,4,38,223,-6.0
96949,1,0,1,1,2,5,2,5,5,2,5,5,4,5,5,5,5,5,55,109,12.0
14068,0,0,0,1,1,5,5,5,5,3,3,1,1,1,1,3,1,3,64,862,17.0
83354,0,0,1,1,2,3,2,3,2,2,3,2,2,1,3,4,3,2,26,129,0.0
51762,1,0,0,0,3,3,4,3,5,4,4,3,2,5,5,4,4,4,46,3700,24.0
128179,1,0,0,0,1,1,1,1,4,3,5,3,3,3,3,5,3,3,45,2565,0.0
89325,0,1,0,0,1,1,1,3,3,1,3,3,5,3,4,4,4,3,49,764,-7.0
77303,1,0,0,0,1,1,1,1,2,4,4,5,5,5,5,4,5,5,41,1504,0.0
52539,0,0,1,1,3,2,3,4,4,4,4,3,3,3,3,3,3,3,56,164,0.0
54217,1,0,0,0,4,4,4,4,3,3,5,4,4,4,4,5,4,1,50,1792,0.0
104589,0,0,0,0,2,2,2,2,5,4,5,4,4,4,4,5,4,4,47,482,-9.0
76647,1,0,0,0,3,3,3,3,3,3,3,3,3,4,3,1,4,3,27,2358,0.0
108982,1,0,1,1,3,4,3,1,1,3,1,1,5,5,1,4,2,1,48,331,0.0
69637,1,0,0,1,2,3,3,3,2,2,2,2,2,2,4,3,4,2,51,895,-11.0
21917,1,0,0,0,0,0,0,3,4,5,4,3,3,3,3,4,3,4,39,325,0.0
73885,0,0,0,0,2,2,2,2,5,4,4,4,4,4,4,4,4,4,49,1587,0.0
84506,1,0,0,1,1,3,3,3,1,1,1,1,3,3,2,4,2,1,36,693,5.0
74419,0,0,0,0,0,0,0,5,2,2,2,4,5,5,5,2,3,2,53,2531,-16.0
98774,0,0,1,1,2,5,3,2,4,4,5,5,5,3,5,4,5,3,69,1407,0.0
38326,1,0,1,1,1,2,1,2,5,1,5,5,4,4,3,2,2,5,52,817,0.0
26171,1,0,0,0,3,5,5,5,2,2,3,2,2,2,3,2,3,2,30,2628,-1.0
112927,0,0,1,2,3,4,3,3,2,3,2,2,5,5,5,4,4,2,39,432,0.0
107307,0,1,0,0,5,5,5,3,5,5,5,5,3,5,4,4,5,5,43,666,4.0
5287,1,0,0,0,4,4,4,4,5,3,4,5,5,5,5,3,5,4,59,1855,0.0
21302,1,1,0,0,4,4,4,3,1,4,1,1,1,5,4,1,4,1,50,1085,0.0
40648,0,0,1,2,0,3,0,5,2,0,2,2,2,5,3,4,2,2,13,289,2.0
41798,0,0,0,0,4,4,4,4,5,4,5,5,5,4,4,4,4,5,22,395,-12.0
115298,1,0,1,1,1,5,1,1,3,1,1,3,4,5,4,4,5,3,65,224,0.0
1057,0,0,1,1,1,4,1,3,1,1,4,4,2,3,4,4,4,4,69,419,-3.0
113550,0,0,0,2,3,1,1,1,2,4,3,3,3,3,3,2,3,1,52,604,0.0
64359,0,0,0,0,2,2,2,2,4,4,4,4,3,3,4,4,5,4,27,3344,0.0
95335,0,0,0,0,4,4,4,4,5,4,4,2,2,2,2,3,2,4,43,2970,-12.0
55377,0,0,0,0,2,2,2,2,2,2,2,2,3,2,3,1,3,2,31,2851,-16.0
113441,0,0,0,0,5,5,2,5,4,5,5,4,4,4,4,3,4,3,46,679,1.0
85232,1,0,0,0,3,5,5,5,3,3,3,3,1,3,3,3,3,3,23,666,-3.0
126780,1,0,0,2,2,2,2,2,2,2,2,2,1,3,2,1,3,2,64,834,10.0
61611,1,0,0,0,1,1,1,1,4,4,4,4,5,4,4,5,5,4,30,1802,0.0
92485,0,0,1,1,5,5,5,2,5,4,4,1,1,5,4,5,1,4,55,1747,-30.0
80575,0,0,0,0,5,5,5,5,2,5,5,5,5,5,5,5,5,5,60,372,0.0
12051,1,1,0,1,3,3,3,3,5,3,5,5,3,3,4,4,3,5,42,255,0.0
44769,0,1,0,0,0,0,0,1,3,0,1,3,4,4,2,4,2,3,21,736,34.0
21515,1,1,0,0,3,3,3,4,2,3,3,2,3,3,5,3,5,2,35,2276,0.0
108112,1,0,1,1,3,2,3,4,4,3,4,4,2,1,3,2,4,4,22,2355,0.0
14433,0,0,0,0,4,4,4,4,4,5,4,4,4,4,4,3,4,5,37,2797,3.0
13986,0,0,0,0,3,5,5,5,4,4,3,4,4,4,3,2,4,1,35,1854,2.0
92149,1,0,1,1,2,4,2,1,3,2,3,3,3,3,5,3,5,3,68,834,21.0
23099,0,1,0,1,3,0,3,2,4,3,4,4,5,5,4,3,1,4,27,209,0.0
24240,1,0,1,1,3,2,3,2,4,3,1,4,2,3,1,3,2,4,64,813,-2.0
2151,1,0,0,0,2,2,1,2,2,4,5,5,5,5,5,5,5,5,42,3777,-1.0
121582,0,0,0,0,1,1,1,1,3,3,4,5,5,5,5,4,5,3,36,1918,3.0
81682,1,0,0,0,1,1,1,1,3,4,5,4,4,4,4,4,4,1,44,901,14.0
42144,0,0,1,1,2,4,2,3,5,2,5,5,3,5,4,3,4,5,36,447,-1.0
26465,1,0,0,0,1,2,1,2,3,4,3,1,1,1,1,3,1,4,68,697,2.0
66777,1,0,1,2,4,2,4,3,4,4,3,4,3,3,4,1,3,4,62,328,0.0
21057,0,1,0,1,1,2,1,3,3,1,3,3,1,5,3,1,3,3,37,140,-14.0
128855,1,0,1,1,3,5,3,3,4,3,4,4,4,2,5,3,4,4,20,1334,0.0
90795,1,0,0,0,0,4,0,1,1,1,1,1,1,4,5,3,2,1,31,3326,0.0
58882,1,0,0,0,1,1,1,1,5,5,4,5,5,5,5,4,5,3,59,3091,0.0
20142,0,1,0,1,4,4,4,3,5,4,5,5,5,2,5,4,5,5,24,980,0.0
31965,0,0,0,0,4,4,4,4,1,1,5,5,5,5,5,5,5,3,59,2914,0.0
119526,0,0,0,0,4,4,4,4,3,5,4,4,4,4,4,3,4,3,57,1598,-3.0
113317,1,1,0,1,2,1,2,3,2,5,3,1,2,2,3,3,1,3,21,402,123.0
129209,1,0,1,1,2,1,1,3,3,1,3,3,4,1,4,3,4,3,56,907,0.0
110771,0,0,0,0,4,4,4,4,5,5,5,5,1,4,4,4,3,5,27,1399,0.0
109376,0,1,0,0,3,3,3,5,1,3,1,1,4,5,2,4,3,1,41,89,0.0
37205,1,0,1,2,2,3,2,5,5,2,5,5,2,5,5,3,5,5,37,262,0.0
28235,0,0,0,0,2,1,1,1,2,2,2,2,1,5,3,3,3,2,22,692,0.0
30111,1,1,0,1,2,5,2,1,4,2,4,4,3,2,5,2,4,4,45,115,0.0
15189,0,0,1,1,3,4,3,5,5,3,1,5,5,2,5,4,4,5,39,365,0.0
50423,1,0,0,0,3,3,3,3,2,2,2,2,3,3,5,4,4,2,29,1464,0.0
104159,1,0,0,0,0,5,0,1,3,4,4,2,2,2,2,4,2,5,56,3344,2.0
122887,1,0,0,0,1,1,3,1,4,4,5,4,4,4,4,5,4,4,44,3705,0.0
10721,0,0,0,0,2,2,2,2,4,5,5,4,4,4,4,5,4,4,54,2273,-10.0
41621,1,0,0,0,1,5,5,5,2,1,1,1,1,1,1,1,1,3,57,296,-1.0
88557,1,0,0,1,3,3,3,3,3,3,3,3,3,2,4,3,4,3,59,528,0.0
99480,0,0,1,1,2,5,2,4,1,3,2,4,4,2,4,3,4,5,53,163,0.0
82161,1,0,0,0,2,2,4,2,2,5,5,5,5,5,5,5,5,4,45,3594,0.0
70496,0,0,0,0,3,3,3,3,2,4,3,3,3,3,3,4,3,3,40,1690,19.0
16684,0,0,1,0,5,5,5,1,3,5,3,3,4,2,5,4,4,3,11,671,0.0
96094,0,0,0,0,2,2,2,2,5,4,5,5,5,5,5,4,5,3,51,440,0.0
6318,1,0,1,1,1,5,1,3,5,1,4,5,5,5,4,5,5,5,32,862,10.0
110573,0,0,0,0,3,3,3,3,4,5,4,4,4,4,4,3,4,3,53,786,0.0
7789,0,0,1,1,2,3,5,3,3,3,4,4,4,5,4,3,4,4,47,306,0.0
278,1,0,0,0,2,2,2,2,2,4,5,5,5,5,5,4,5,4,47,3496,2.0
22852,1,0,0,1,3,2,2,2,3,3,3,3,3,2,3,4,4,3,39,347,0.0
24506,0,0,0,0,0,5,0,3,1,1,1,5,2,1,2,1,2,1,42,1907,-7.0
30379,1,0,1,1,4,5,4,2,2,4,4,2,2,2,2,3,5,2,25,589,-13.0
27969,0,0,0,0,3,3,2,3,2,4,4,4,4,4,4,3,4,3,48,3090,-1.0
38211,1,0,0,0,4,1,1,1,1,3,3,4,4,4,4,2,4,4,46,1866,-3.0
5209,0,0,1,1,2,5,2,1,2,4,5,4,4,2,4,4,4,1,48,951,-6.0
1108,0,0,1,1,4,4,4,4,3,4,3,3,1,1,3,1,2,3,30,175,0.0
80378,0,0,0,0,3,3,3,3,4,4,5,4,4,4,4,5,4,5,59,1037,0.0
53058,0,0,1,1,3,4,3,3,1,3,1,1,3,2,3,4,4,1,41,1576,-9.0
80325,0,0,0,0,2,1,1,1,1,4,4,2,2,2,2,3,2,2,38,3302,0.0
119166,0,0,0,1,4,5,5,5,4,4,4,4,5,3,2,2,1,4,39,613,1.0
103989,0,1,0,1,4,4,4,4,3,4,3,3,4,3,4,4,3,3,24,920,0.0
15069,1,0,0,0,4,4,1,4,5,5,5,5,4,5,2,4,4,5,17,854,0.0
84925,0,0,0,0,2,2,2,2,3,4,5,4,4,4,4,4,4,5,49,3209,0.0
124869,1,0,1,0,3,5,3,1,3,4,4,2,2,3,1,4,2,5,49,862,0.0
7000,0,0,0,0,5,5,5,5,3,4,4,5,5,5,5,3,5,5,39,2182,-7.0
105248,1,0,1,1,1,4,1,4,2,1,1,2,5,3,4,5,4,2,33,1055,0.0
72280,1,0,1,1,2,5,2,3,3,2,3,3,2,3,2,4,1,3,60,646,0.0
35097,0,1,0,0,3,3,3,4,4,3,4,4,5,2,4,3,4,4,37,1773,0.0
52454,0,0,0,0,5,5,5,5,4,4,4,5,5,5,5,4,5,4,50,583,0.0
96275,1,0,0,0,4,4,2,4,5,5,5,3,5,4,5,5,3,5,39,2248,7.0
61898,1,0,1,0,2,1,2,2,4,2,4,4,2,3,3,2,2,4,22,253,0.0
117746,1,0,0,1,4,2,2,2,4,4,5,4,5,3,5,1,3,4,23,680,0.0
103604,0,0,0,1,4,1,1,1,5,1,5,3,3,4,3,1,3,4,47,1235,-10.0
122163,1,0,0,0,4,4,4,4,1,1,3,4,4,4,3,1,4,3,47,196,0.0
102539,1,0,1,2,2,3,2,3,5,2,5,5,4,1,2,3,2,5,16,821,0.0
72949,0,0,0,0,3,4,4,4,2,4,4,3,3,3,3,3,3,1,53,1598,0.0
31070,0,1,0,1,2,1,2,4,5,2,5,5,2,5,3,1,4,5,39,468,3.0
66196,0,0,1,1,0,4,0,3,5,5,4,5,5,0,5,5,5,4,66,907,-5.0
69553,0,0,1,1,4,5,4,2,1,4,5,1,3,3,4,3,4,1,29,299,2.0
15847,0,0,0,0,1,1,1,1,1,1,1,4,3,2,2,1,1,1,28,2611,30.0
42620,1,0,0,0,5,5,5,5,3,1,4,4,4,4,4,2,4,5,36,528,-6.0
85013,0,0,0,0,0,0,0,1,3,4,4,1,1,1,1,5,1,4,48,2498,-6.0
88058,0,0,0,0,4,4,4,4,2,5,5,3,3,4,3,5,3,3,60,1983,-2.0
86135,1,0,1,1,3,5,3,1,3,3,1,3,3,3,5,4,4,3,29,188,0.0
85308,0,0,1,1,1,3,1,4,1,2,3,3,2,4,4,3,4,3,7,416,1.0
101910,0,0,1,1,3,4,3,5,4,3,4,4,3,2,4,5,5,4,40,678,2.0
45102,0,0,0,1,2,1,1,1,2,1,2,2,2,2,2,1,2,3,75,248,0.0
17409,1,0,0,1,1,5,5,5,1,1,1,1,4,3,3,1,4,1,39,402,21.0
65100,1,0,0,0,1,1,1,1,4,4,4,4,3,2,1,2,4,4,16,3602,0.0
117388,1,0,1,1,3,4,0,1,3,0,2,3,5,5,2,2,1,3,54,181,0.0
76296,1,0,0,0,3,3,3,3,2,5,4,4,4,4,4,4,4,4,56,3805,0.0
46695,1,1,0,1,4,5,5,4,3,4,3,3,3,4,2,3,2,3,19,1366,0.0
101366,0,0,1,1,3,5,3,2,3,3,3,3,1,1,1,4,3,3,7,557,0.0
2380,1,1,0,1,1,2,2,4,4,2,4,4,4,1,3,1,3,4,9,1208,4.0
9998,0,0,1,1,1,4,1,3,3,1,3,3,4,5,3,2,4,3,14,599,2.0
121286,0,0,1,1,2,4,2,3,2,4,5,2,2,2,2,3,2,5,66,507,0.0
6033,0,0,0,1,4,3,3,3,2,2,2,4,4,4,4,2,4,4,52,299,-1.0
54905,0,0,0,1,3,2,3,2,3,3,3,3,2,3,3,3,1,3,26,750,141.0
82757,0,0,0,2,4,3,2,2,1,5,3,4,4,4,4,5,4,4,62,268,0.0
51609,1,0,0,0,4,1,1,1,2,4,4,4,4,4,4,3,4,4,55,2388,0.0
70009,0,0,1,0,2,1,2,3,3,3,4,2,2,2,5,4,2,3,66,370,0.0
119852,0,1,0,0,2,2,2,4,2,2,2,2,1,3,3,1,3,2,41,197,1.0
71662,0,1,0,1,3,4,2,1,4,2,5,4,4,2,5,1,4,4,22,442,-21.0
21356,0,0,1,1,1,2,1,4,2,4,3,1,1,1,1,2,1,2,64,290,0.0
31194,0,0,0,0,5,5,3,5,5,4,4,4,4,4,4,3,4,5,38,516,0.0
105625,0,1,0,0,2,2,2,1,4,2,4,4,3,2,4,4,4,4,29,907,-2.0
68508,0,0,1,1,3,4,4,3,2,4,2,2,5,3,5,5,5,2,36,526,0.0
87579,0,0,1,1,3,4,3,5,3,5,5,5,2,4,5,5,5,5,64,425,9.0
111243,0,1,0,1,2,2,3,3,1,3,5,1,1,4,4,2,3,1,23,539,0.0
31710,1,0,0,0,2,2,2,2,5,5,4,5,5,5,5,4,5,4,60,2573,0.0
128028,0,0,0,0,4,4,4,4,5,4,4,4,4,4,4,3,4,3,42,2524,0.0
46955,0,0,0,0,3,1,2,1,2,4,4,3,3,3,3,1,3,2,67,1368,-8.0
57596,0,1,0,1,3,3,3,3,3,3,3,3,4,3,3,1,3,3,37,718,9.0
67991,1,0,0,0,2,1,1,1,2,2,2,2,2,5,4,3,4,2,32,1249,1.0
62542,1,0,1,1,2,4,2,2,2,2,2,2,5,1,1,2,1,2,58,722,-5.0
24946,0,0,1,1,2,2,2,4,3,3,3,2,2,2,2,3,2,1,43,1235,0.0
24303,1,0,0,0,4,4,4,4,4,4,4,4,4,4,4,3,4,5,38,1585,0.0
85179,0,0,0,0,3,3,3,3,4,5,3,4,4,4,4,2,4,4,51,3008,0.0
98038,0,0,0,1,4,1,1,1,4,4,4,4,3,3,4,2,1,4,24,692,-5.0
93587,0,0,0,0,3,3,3,3,3,5,5,5,5,5,5,5,5,5,45,1023,0.0
45016,0,0,1,1,2,4,2,3,3,2,3,3,3,2,4,3,1,3,20,1979,-4.0
13715,1,0,1,1,3,4,4,4,1,4,1,1,4,2,1,1,2,1,18,602,0.0
21861,0,0,1,1,1,3,1,2,3,3,3,4,4,1,4,1,4,2,42,1491,-8.0
106037,0,1,0,1,3,4,3,3,3,3,3,3,2,4,4,2,4,3,24,216,-3.0
123888,0,0,1,1,4,4,4,3,4,4,5,5,5,4,5,5,5,3,61,528,0.0
75335,0,0,0,0,2,2,2,2,3,4,5,5,5,5,5,4,5,5,35,3810,0.0
61481,0,0,0,0,3,3,3,3,3,4,3,3,4,3,4,3,4,3,26,2237,0.0
128756,1,0,0,2,4,3,3,3,4,4,4,4,4,2,3,4,4,4,33,918,0.0
46258,1,0,0,0,4,4,4,4,4,5,5,5,5,5,5,5,5,4,56,2557,0.0
35259,0,0,1,1,3,4,3,4,4,4,3,3,3,3,2,4,3,1,42,569,-9.0
65208,0,1,1,1,3,4,3,3,4,3,4,4,3,4,4,3,5,4,61,1303,-1.0
114901,1,0,0,0,1,5,5,5,3,3,1,3,3,2,3,4,3,3,30,125,0.0
91895,1,0,1,1,2,5,2,3,4,2,4,4,3,5,5,3,3,4,49,414,-3.0
56102,1,0,0,0,5,5,5,5,3,4,4,4,4,4,4,5,4,3,41,2499,-2.0
21347,1,0,0,0,3,4,3,3,3,5,5,4,4,4,4,5,4,5,57,3617,-13.0
24348,0,0,0,0,3,5,5,5,2,4,4,3,3,3,3,1,3,4,38,1068,0.0
33678,1,0,0,1,2,3,3,3,2,2,2,2,4,3,3,2,4,2,49,911,-8.0
110910,0,1,0,1,2,1,2,3,3,2,3,3,2,4,4,1,3,3,16,436,0.0
45486,0,0,1,1,3,5,3,4,2,3,2,2,3,3,4,4,4,2,7,534,-7.0
39247,0,1,0,1,4,0,4,2,3,4,3,3,4,3,5,4,4,3,23,226,-2.0
45795,0,0,1,2,2,4,2,3,2,2,2,2,4,4,5,5,5,2,32,1050,0.0
109997,0,0,1,1,1,1,1,3,1,4,3,4,4,1,1,2,4,1,66,2556,-9.0
40659,1,0,0,0,4,4,4,4,3,4,5,5,5,5,5,3,5,4,46,270,-14.0
12597,0,0,1,1,2,4,2,1,4,4,4,4,4,2,3,5,4,4,45,409,0.0
113963,0,0,1,1,1,4,1,4,3,3,3,2,2,1,2,3,2,4,43,590,0.0
95516,0,0,0,0,2,2,2,2,4,5,5,4,4,4,5,4,4,5,49,190,-12.0
114564,1,0,0,0,5,5,5,5,5,5,5,5,1,2,1,2,2,5,19,3217,0.0
127559,0,0,0,0,4,4,4,4,5,5,5,5,5,3,4,5,4,5,18,1590,0.0
57495,1,0,0,0,3,3,3,3,4,4,4,4,4,4,4,5,4,4,35,3855,9.0
68287,1,0,0,0,3,3,3,3,5,5,4,5,5,4,5,5,5,5,56,444,-1.0
81054,1,0,1,1,5,3,4,2,3,4,3,3,3,4,3,4,2,3,59,337,0.0
7858,0,0,0,0,5,5,5,5,3,4,4,4,4,4,4,4,4,5,52,852,-9.0
65657,1,0,1,1,2,4,2,4,3,2,3,3,5,1,1,5,2,3,60,302,0.0
103298,1,1,0,1,2,2,2,2,2,2,1,2,2,5,3,3,3,2,49,862,0.0
57608,0,1,0,0,1,1,1,1,1,1,1,1,5,5,5,3,5,1,39,1865,-6.0
110661,0,0,0,0,4,4,4,4,5,4,5,5,5,4,5,3,5,3,45,502,0.0
81157,1,0,0,0,2,2,2,2,2,4,5,3,3,4,3,3,3,3,47,257,0.0
38529,1,0,0,0,4,4,4,4,4,4,4,4,4,4,4,5,4,5,43,1797,-13.0
102466,1,1,0,0,0,0,0,5,3,0,3,3,4,5,5,3,5,3,24,356,0.0
3521,1,0,0,0,1,1,1,1,4,4,4,4,4,2,4,5,5,4,30,1172,-4.0
10451,1,0,1,1,0,4,0,2,2,0,2,2,3,2,5,4,5,2,33,1009,0.0
40613,1,0,0,0,1,1,1,1,4,5,5,5,5,4,5,4,5,3,56,2644,3.0
65336,1,0,0,0,4,4,4,4,3,4,5,5,5,5,5,5,5,3,51,2416,13.0
85650,1,0,1,0,1,1,1,4,2,1,1,2,4,2,3,1,4,2,29,775,30.0
43866,1,0,1,1,2,5,2,4,4,2,2,4,3,2,5,5,4,4,19,862,0.0
73617,1,0,0,0,1,0,0,3,4,3,3,1,1,0,1,2,1,3,68,1521,-3.0
18871,0,0,1,1,2,3,2,3,4,2,4,4,1,4,2,3,3,4,10,2227,4.0
68683,0,0,0,1,4,5,5,5,4,4,5,4,4,5,1,5,3,4,25,434,-10.0
62428,0,0,0,0,1,1,1,1,4,5,5,5,5,4,5,4,5,4,43,2880,0.0
7593,0,0,1,1,3,5,3,5,3,3,3,3,4,1,3,5,1,3,20,1045,0.0
35411,0,0,1,2,4,3,4,4,4,4,4,4,2,4,3,1,4,4,15,323,0.0
44150,1,0,1,1,1,1,2,2,4,2,2,4,4,1,2,2,3,4,31,695,0.0
30615,0,0,0,0,3,3,3,3,2,2,2,3,3,3,3,3,3,4,62,3689,-14.0
30928,0,0,0,0,3,4,4,4,2,3,4,3,3,3,3,3,3,4,38,3033,2.0
90886,1,0,1,1,2,5,2,3,3,2,4,3,5,4,2,1,3,3,24,453,0.0
72310,1,0,0,0,2,2,2,2,3,5,5,5,5,5,5,4,5,5,39,3061,0.0
45870,0,0,1,1,2,5,2,1,1,2,1,1,4,2,4,5,5,1,31,926,-26.0
122309,0,1,0,1,4,4,4,3,3,4,3,3,3,2,2,4,2,3,27,1499,8.0
27909,1,0,0,0,4,4,4,4,3,5,4,5,5,5,5,3,5,5,51,1916,-11.0
69849,1,0,0,0,2,4,2,2,4,3,3,2,4,5,5,3,1,3,28,2496,0.0
127620,0,0,1,1,3,2,3,2,5,3,3,5,5,3,5,4,5,1,65,187,-3.0
71220,0,0,0,0,3,3,3,3,2,4,3,5,5,5,5,5,5,5,36,2503,-2.0
64322,0,0,0,1,3,4,4,4,3,3,3,3,2,1,3,2,3,3,36,620,35.0
62069,1,0,1,1,3,5,3,3,1,3,1,1,3,4,4,5,4,1,57,159,-1.0
68945,1,0,0,0,1,1,1,1,2,4,4,4,4,4,4,3,4,3,35,1786,2.0
128696,0,0,0,0,1,1,1,1,5,4,4,4,4,4,4,4,4,5,60,2644,0.0
58223,0,0,0,0,3,3,3,3,4,4,5,5,5,5,5,3,5,4,52,3857,0.0
98874,0,0,0,0,3,3,3,3,3,4,5,5,5,5,5,3,5,4,51,1080,0.0
118805,1,0,1,1,4,5,4,5,3,4,3,3,3,5,5,3,5,3,12,391,-3.0
123936,1,1,1,1,1,0,1,4,1,1,1,1,5,3,5,4,4,1,51,1746,2.0
31433,0,1,0,1,1,1,1,2,1,1,4,4,2,4,5,4,4,4,23,1426,0.0
11037,1,0,0,0,3,3,3,3,5,4,4,5,5,5,5,4,5,3,43,1570,0.0
26603,1,0,1,1,2,5,2,3,3,2,3,3,4,5,5,4,5,3,41,502,-20.0
79713,1,0,1,2,2,5,2,3,3,2,3,3,5,5,1,3,4,3,56,337,7.0
102486,0,0,0,0,4,4,5,4,3,3,1,5,5,4,5,1,5,5,35,1448,-1.0
23740,0,1,0,0,0,0,0,5,3,0,1,3,3,2,5,4,4,3,23,265,0.0
62119,0,0,1,1,5,3,5,3,4,5,4,4,1,4,3,2,4,4,28,1892,8.0
23292,0,0,0,0,1,1,1,1,2,5,4,5,5,5,5,4,5,4,48,296,10.0
82929,0,0,0,0,1,1,1,1,4,4,4,4,3,5,2,4,4,4,51,2562,12.0
84345,0,0,0,0,3,3,3,3,5,4,5,5,5,5,4,5,5,5,40,2875,0.0
107843,0,0,1,2,2,5,2,3,3,5,5,1,1,2,1,5,1,5,43,1399,0.0
16986,0,0,0,0,3,3,3,3,5,5,4,4,4,4,4,3,4,5,43,101,0.0
78799,0,0,1,1,1,5,1,2,5,1,5,5,4,2,2,5,2,5,17,153,0.0
80528,0,0,1,1,4,2,1,2,2,1,2,2,3,3,3,2,3,2,28,331,23.0
27493,0,0,1,1,3,2,3,4,1,4,3,1,1,3,1,3,1,2,70,577,1.0
